song_title,chord_progression,chord_list,num_unique
Backbay Shuffle - Artie Shaw & Teddie Mcrae,C G7 C C7 F Fm C G7 C G7 C C7 F Fm C G7 C F-m C-7 G D7 G7 C G7 C C7 F Fm C G7 C,"['C', 'G7', 'C', 'C7', 'F', 'Fm', 'C', 'G7', 'C', 'G7', 'C', 'C7', 'F', 'Fm', 'C', 'G7', 'C', 'F-m', 'C-7', 'G', 'D7', 'G7', 'C', 'G7', 'C', 'C7', 'F', 'Fm', 'C', 'G7', 'C']",9
Backlash,Gm G7add#9 Cm Gm A/o7 D7add#9 Gm D7add#9 Gm G7add#9 Cm Gm A/o7 D7add#9 Gm D7add#9,"['Gm', 'G7add#9', 'Cm', 'Gm', 'A/o7', 'D7add#9', 'Gm', 'D7add#9', 'Gm', 'G7add#9', 'Cm', 'Gm', 'A/o7', 'D7add#9', 'Gm', 'D7add#9']",5
Backstage Sally,Am6 F#7addb9 B7alter#5 E7add#9 Gm11 C13 Em11 A13 Dm6 C7 B7alter#5 B-7 Am7 D7 Gm7 C7 F#7 B7 E7add#9 A7 D7add#9 G7 Bm11 E7alter#5 Am6 F#7add#9 B7alter#5 E7add#9 Am C13 Fmaj7 B-13 Am6 F#7addb9 B7alter#5 E7add#9 Gm11 C13 Em11 A13 Dm6 C7 B7alter#5 B-7 Am7 D7 Gm7 C7 F#7 B7 E7add#9 A7 D7add#9 G7 Bm11 E7alter#5 Am6 F#7add#9 B7alter#5 E7add#9 Am C13 Fmaj7 B-13 Am6 F#7addb9 B7alter#5 E7add#9 Gm11 C13 Em11 A13 Dm6 C7 B7alter#5 B-7 Am7 D7 Gm7 C7 F#7 B7 E7add#9 A7 D7add#9 G7 Bm11 E7alter#5 Am6 F#7add#9 B7alter#5 E7add#9 Am C13 Fmaj7 B-13 Am6 F#7addb9 B7alter#5 E7add#9 Gm11 C13 Em11 A13 Dm6 C7 B7alter#5 B-7 Am7 D7 Gm7 C7 F#7 B7 E7add#9 A7 D7add#9 G7 Bm11 E7alter#5 Am6 F#7add#9 B7alter#5 E7add#9 Am C13 Fmaj7 B-13,"['Am6', 'F#7addb9', 'B7alter#5', 'E7add#9', 'Gm11', 'C13', 'Em11', 'A13', 'Dm6', 'C7', 'B7alter#5', 'B-7', 'Am7', 'D7', 'Gm7', 'C7', 'F#7', 'B7', 'E7add#9', 'A7', 'D7add#9', 'G7', 'Bm11', 'E7alter#5', 'Am6', 'F#7add#9', 'B7alter#5', 'E7add#9', 'Am', 'C13', 'Fmaj7', 'B-13', 'Am6', 'F#7addb9', 'B7alter#5', 'E7add#9', 'Gm11', 'C13', 'Em11', 'A13', 'Dm6', 'C7', 'B7alter#5', 'B-7', 'Am7', 'D7', 'Gm7', 'C7', 'F#7', 'B7', 'E7add#9', 'A7', 'D7add#9', 'G7', 'Bm11', 'E7alter#5', 'Am6', 'F#7add#9', 'B7alter#5', 'E7add#9', 'Am', 'C13', 'Fmaj7', 'B-13', 'Am6', 'F#7addb9', 'B7alter#5', 'E7add#9', 'Gm11', 'C13', 'Em11', 'A13', 'Dm6', 'C7', 'B7alter#5', 'B-7', 'Am7', 'D7', 'Gm7', 'C7', 'F#7', 'B7', 'E7add#9', 'A7', 'D7add#9', 'G7', 'Bm11', 'E7alter#5', 'Am6', 'F#7add#9', 'B7alter#5', 'E7add#9', 'Am', 'C13', 'Fmaj7', 'B-13', 'Am6', 'F#7addb9', 'B7alter#5', 'E7add#9', 'Gm11', 'C13', 'Em11', 'A13', 'Dm6', 'C7', 'B7alter#5', 'B-7', 'Am7', 'D7', 'Gm7', 'C7', 'F#7', 'B7', 'E7add#9', 'A7', 'D7add#9', 'G7', 'Bm11', 'E7alter#5', 'Am6', 'F#7add#9', 'B7alter#5', 'E7add#9', 'Am', 'C13', 'Fmaj7', 'B-13']",25
Bag Of Blues,C13 C#7alter#5 C13 F#9 F13 B-9 E-13 A-7 G7 C13 C#7alter#5 C13 F#9 F13 B-9 E-13 A-7 D-7 C13 A-13 Gm7 C7 F7alterb5 F7 E7alter#5 E-13 D7 Dm7 G7 C13 C#7alter#5 C13 F#9 F13 B-9 E-13 A-7 D-7 Cmaj7,"['C13', 'C#7alter#5', 'C13', 'F#9', 'F13', 'B-9', 'E-13', 'A-7', 'G7', 'C13', 'C#7alter#5', 'C13', 'F#9', 'F13', 'B-9', 'E-13', 'A-7', 'D-7', 'C13', 'A-13', 'Gm7', 'C7', 'F7alterb5', 'F7', 'E7alter#5', 'E-13', 'D7', 'Dm7', 'G7', 'C13', 'C#7alter#5', 'C13', 'F#9', 'F13', 'B-9', 'E-13', 'A-7', 'D-7', 'Cmaj7']",18
Bag's Groove,Amaj7/E F#7alter#5 B9 E13 C#m7 F#7 B9 E13alterb9 A7 D7 A7 D7 A7 C#m7 F#7 Bm7 E7 A7 F#7 Bm7 E7 A7 D7 A7 D7 A7 C#m7 F#7 Bm7 E7 A7 F#7 Bm7 E7 A7 D7 A7 D7 A7 C#m7 F#7 Bm7 E7 A7 F#7 Bm7 E7 A7 D7 A7 D7 A7 C#m7 F#7 Bm7 E7 A7 F#7 Bm7 E7 A7 D7 A7 D7 A7 C#m7 F#7 Bm7 E7 A7 F#7 Bm7 E7 A7 D7 A7 D7 A7 C#m7 F#7 Bm7 E7,"['Amaj7/E', 'F#7alter#5', 'B9', 'E13', 'C#m7', 'F#7', 'B9', 'E13alterb9', 'A7', 'D7', 'A7', 'D7', 'A7', 'C#m7', 'F#7', 'Bm7', 'E7', 'A7', 'F#7', 'Bm7', 'E7', 'A7', 'D7', 'A7', 'D7', 'A7', 'C#m7', 'F#7', 'Bm7', 'E7', 'A7', 'F#7', 'Bm7', 'E7', 'A7', 'D7', 'A7', 'D7', 'A7', 'C#m7', 'F#7', 'Bm7', 'E7', 'A7', 'F#7', 'Bm7', 'E7', 'A7', 'D7', 'A7', 'D7', 'A7', 'C#m7', 'F#7', 'Bm7', 'E7', 'A7', 'F#7', 'Bm7', 'E7', 'A7', 'D7', 'A7', 'D7', 'A7', 'C#m7', 'F#7', 'Bm7', 'E7', 'A7', 'F#7', 'Bm7', 'E7', 'A7', 'D7', 'A7', 'D7', 'A7', 'C#m7', 'F#7', 'Bm7', 'E7']",11
Bali Ha'i,Gm7 B-maj7 D-6 Fmaj7 Dm7 Gm7 C7alter#5 Fdim F Fdim F Fdim F D-7 C7 F Fdim F Fdim F Fdim F D-7 C7 F F7 B-6 B-maj7 D7 E-7 D7 Gm Gm7 D-7 C9 Fdim F Fdim F Fdim F D-7 C7 F Gm7 B-maj7 D- Fmaj7 Dm7 Gm7 C7alter#5,"['Gm7', 'B-maj7', 'D-6', 'Fmaj7', 'Dm7', 'Gm7', 'C7alter#5', 'Fdim', 'F', 'Fdim', 'F', 'Fdim', 'F', 'D-7', 'C7', 'F', 'Fdim', 'F', 'Fdim', 'F', 'Fdim', 'F', 'D-7', 'C7', 'F', 'F7', 'B-6', 'B-maj7', 'D7', 'E-7', 'D7', 'Gm', 'Gm7', 'D-7', 'C9', 'Fdim', 'F', 'Fdim', 'F', 'Fdim', 'F', 'D-7', 'C7', 'F', 'Gm7', 'B-maj7', 'D-', 'Fmaj7', 'Dm7', 'Gm7', 'C7alter#5']",17
Ballad For Bob,D/o7 G Cm G Cmaj7 F9 Cmaj7 F7 G-7 C-7 E/o7 A D/o7 G Cmaj7 F7 E/o7 A7 D/o7 G Cm G Cmaj7 F9 Cmaj7 F7 G-7 C-7 F7 E/o7 A D/o7 G Cmaj7 F C6add9 F A D- F B-7add#9 E-13 D13 G7add#9 C13 C7alter#5 F B-7add#9 A7add#9 A-7add#9 G7add#9 D/o7 G Cm G Cmaj7 F9 Cmaj7 F7 G-7 C-7 F7 E/o7 A D/o7 G Cmaj7 F E/o7 A D/o7 G G-maj7 Gmaj7 A-maj7 Amaj7 B-maj7 C-maj7 CM9,"['D/o7', 'G', 'Cm', 'G', 'Cmaj7', 'F9', 'Cmaj7', 'F7', 'G-7', 'C-7', 'E/o7', 'A', 'D/o7', 'G', 'Cmaj7', 'F7', 'E/o7', 'A7', 'D/o7', 'G', 'Cm', 'G', 'Cmaj7', 'F9', 'Cmaj7', 'F7', 'G-7', 'C-7', 'F7', 'E/o7', 'A', 'D/o7', 'G', 'Cmaj7', 'F', 'C6add9', 'F', 'A', 'D-', 'F', 'B-7add#9', 'E-13', 'D13', 'G7add#9', 'C13', 'C7alter#5', 'F', 'B-7add#9', 'A7add#9', 'A-7add#9', 'G7add#9', 'D/o7', 'G', 'Cm', 'G', 'Cmaj7', 'F9', 'Cmaj7', 'F7', 'G-7', 'C-7', 'F7', 'E/o7', 'A', 'D/o7', 'G', 'Cmaj7', 'F', 'E/o7', 'A', 'D/o7', 'G', 'G-maj7', 'Gmaj7', 'A-maj7', 'Amaj7', 'B-maj7', 'C-maj7', 'CM9']",29
Ballad In Blue - Hoagy Carmichael & Irving Kahal,Am6 Dm Am6 Dm Am E#7 B/o7 E#7alter#5 Am Am6 Dm Am6 Dm Am E#7 Am Em/G F#dim B/o7/E# E7alter#3 E7 B7 E7alterb5 A6 B7 E7alterb5 A6 D7 C#7 C7 B7alter#5 A#7 A6 A D7 A7 F#9 F#m7 B7 E7 A6,"['Am6', 'Dm', 'Am6', 'Dm', 'Am', 'E#7', 'B/o7', 'E#7alter#5', 'Am', 'Am6', 'Dm', 'Am6', 'Dm', 'Am', 'E#7', 'Am', 'Em/G', 'F#dim', 'B/o7/E#', 'E7alter#3', 'E7', 'B7', 'E7alterb5', 'A6', 'B7', 'E7alterb5', 'A6', 'D7', 'C#7', 'C7', 'B7alter#5', 'A#7', 'A6', 'A', 'D7', 'A7', 'F#9', 'F#m7', 'B7', 'E7', 'A6']",23
Ballad Of Bray,C G7 C F Dm C C7 F C Am C Am G7 C C7 F Dm C C7 F Dm C Am C G7 C B C B C G7,"['C', 'G7', 'C', 'F', 'Dm', 'C', 'C7', 'F', 'C', 'Am', 'C', 'Am', 'G7', 'C', 'C7', 'F', 'Dm', 'C', 'C7', 'F', 'Dm', 'C', 'Am', 'C', 'G7', 'C', 'B', 'C', 'B', 'C', 'G7']",7
Balladi,Am F G C Am Dm Am E7 Am G F E7 C F C G F C,"['Am', 'F', 'G', 'C', 'Am', 'Dm', 'Am', 'E7', 'Am', 'G', 'F', 'E7', 'C', 'F', 'C', 'G', 'F', 'C']",6
Ballerina,F F#dim Gm7 C7 Gm7 C7 Gm Gm7 Gm Gm7 C7 F C7 F F#dim Gm7 C7 Gm7 C7 Gm Gm7 Gm Gm7 C7 F C7 A7 E/o7 A7 Dm Gm6 Dm D7alter#5 Gm6 Gm7 G7 Gm7 C7 F F#dim Gm7 C7 Gm7 C7 Gm Gm6 Gm C7 F E-9 F Gm7/C F F#dim Gm7 C7 Gm7 C7 Gm Gm7 Gm Gm7 C7 F C7 F F#dim Gm7 C7 Gm7 C7 Gm Gm7 Gm Gm7 C7 F C7 A7 E/o7 A7 Dm Gm6 Dm D7alter#5 Gm6 Gm7 G7 Gm7 C7 F F#dim Gm7 C7 Gm7 C7 Gm Gm6 Gm C7 F E-9 F Gm7/C,"['F', 'F#dim', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm', 'Gm7', 'Gm', 'Gm7', 'C7', 'F', 'C7', 'F', 'F#dim', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm', 'Gm7', 'Gm', 'Gm7', 'C7', 'F', 'C7', 'A7', 'E/o7', 'A7', 'Dm', 'Gm6', 'Dm', 'D7alter#5', 'Gm6', 'Gm7', 'G7', 'Gm7', 'C7', 'F', 'F#dim', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm', 'Gm6', 'Gm', 'C7', 'F', 'E-9', 'F', 'Gm7/C', 'F', 'F#dim', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm', 'Gm7', 'Gm', 'Gm7', 'C7', 'F', 'C7', 'F', 'F#dim', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm', 'Gm7', 'Gm', 'Gm7', 'C7', 'F', 'C7', 'A7', 'E/o7', 'A7', 'Dm', 'Gm6', 'Dm', 'D7alter#5', 'Gm6', 'Gm7', 'G7', 'Gm7', 'C7', 'F', 'F#dim', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm', 'Gm6', 'Gm', 'C7', 'F', 'E-9', 'F', 'Gm7/C']",13
Ballin' The Jack,Cmaj7 Am7 Dm7 G13 Cmaj7 G7alter#3 Cmaj7 E7 A7 D7 G7 C E7 F7 E7 A7 D7 A-7 C/G G#dim Am A7 Dm A Dm D/o7 G7 C A7 D7 G7 C E7 F7 E7 A7 D7 A-7 C/G G#dim Am A7 Dm A Dm D/o7 G7 C,"['Cmaj7', 'Am7', 'Dm7', 'G13', 'Cmaj7', 'G7alter#3', 'Cmaj7', 'E7', 'A7', 'D7', 'G7', 'C', 'E7', 'F7', 'E7', 'A7', 'D7', 'A-7', 'C/G', 'G#dim', 'Am', 'A7', 'Dm', 'A', 'Dm', 'D/o7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'E7', 'F7', 'E7', 'A7', 'D7', 'A-7', 'C/G', 'G#dim', 'Am', 'A7', 'Dm', 'A', 'Dm', 'D/o7', 'G7', 'C']",18
Baltimore Oriole - Hoagy Carmichael,Cm7 Cm7/B- F/A Fm6/A- Cm7 Gm7 C7addb9 Fm7 B-7 D-7 Cm7 F9 Fm7 D/o7 G7alter#5add#9 Cm7 F9 D/o7 A-7 G7 D/o7 G7 Cm7 Cm7/B- F/A Fm6/A- Cm7 Gm7 C7addb9 Fm7 B-7 D-7 Cm7 F9 Fm7 D/o7 G7alter#5add#9 Cm7 F9 D/o7 A-7 G7 Cm7 Cm/B- A-7 G7alter#5,"['Cm7', 'Cm7/B-', 'F/A', 'Fm6/A-', 'Cm7', 'Gm7', 'C7addb9', 'Fm7', 'B-7', 'D-7', 'Cm7', 'F9', 'Fm7', 'D/o7', 'G7alter#5add#9', 'Cm7', 'F9', 'D/o7', 'A-7', 'G7', 'D/o7', 'G7', 'Cm7', 'Cm7/B-', 'F/A', 'Fm6/A-', 'Cm7', 'Gm7', 'C7addb9', 'Fm7', 'B-7', 'D-7', 'Cm7', 'F9', 'Fm7', 'D/o7', 'G7alter#5add#9', 'Cm7', 'F9', 'D/o7', 'A-7', 'G7', 'Cm7', 'Cm/B-', 'A-7', 'G7alter#5']",16
Band Of Gold,C G7 C G7 C G7 C G7 C F C G7 C G7 C G7 C G7 C F C Dm G7 C Dm G7 C Dm G7 C Am D7 Dm B-7 G7 C G7 C G7 C G7 C F7 C G7,"['C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'Dm', 'G7', 'C', 'Dm', 'G7', 'C', 'Dm', 'G7', 'C', 'Am', 'D7', 'Dm', 'B-7', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'F7', 'C', 'G7']",8
Banks Of The Quay,C F C G7 C F C G7 C F C G7 C F C G7 C G7 C G7 C G7 C F C G7 C,"['C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C']",3
Barrow's Beat,C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C F G7 C,"['C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C', 'F', 'G7', 'C']",3
Basin Street Blues,C C7 F F#dim C G7 C C7 F F#dim C G7 C E7 A7 D7 G7 C E-dim Dm7 G7 C E7 A7 D7 G7 C F C A-7 G7,"['C', 'C7', 'F', 'F#dim', 'C', 'G7', 'C', 'C7', 'F', 'F#dim', 'C', 'G7', 'C', 'E7', 'A7', 'D7', 'G7', 'C', 'E-dim', 'Dm7', 'G7', 'C', 'E7', 'A7', 'D7', 'G7', 'C', 'F', 'C', 'A-7', 'G7']",11
Battle Hymn Of The Republic,C C7 F C E7 Am Dm7 G7 C C7 F C E7 Am Dm7 G7 C,"['C', 'C7', 'F', 'C', 'E7', 'Am', 'Dm7', 'G7', 'C', 'C7', 'F', 'C', 'E7', 'Am', 'Dm7', 'G7', 'C']",7
"Baubles, Bangles & Beads",C C6 F7 Dm7 G7 G C6 Dm7 G9 Cmaj7 Am7 Em7 D#dim Dm7 G9 Cmaj7 C6 F#m7 B9 Emaj7 C#m7 G#m7 Gdim F#m7 B9 Emaj7 G# E6 B-m7 D#9 G#maj7 D9add#11 C#maj7 Dm11 G7 Cmaj7 Em7 D#m11 Dm7 G9 Cmaj7 Edim A7alter#5addb9 Dm7 G9 Edim A7alter#5addb9 Dm9 G9 Cmaj7 Dm7 G9 Cmaj7 Am7 Em7 D#dim Dm7 G9 Cmaj7 C6 F#m7 B9 Emaj7 C#m7 G#m7 Gdim F#m7 B9 Emaj7 G# E6 B-m7 D#9 G#maj7 D9add#11 C#maj7 Dm11 G7 Cmaj7 Em7 D#m11 Dm7 G9 Cmaj7 Edim A7alter#5addb9 Dm7 G9 Edim A7alter#5addb9 Dm9 G9 Cmaj7 Dm7 G9 Cmaj7 Am7 Em7 D#dim Dm7 G9 Cmaj7 C6 F#m7 B9 Emaj7 C#m7 G#m7 Gdim F#m7 B9 Emaj7 G# E6 B-m7 D#9 G#maj7 D9add#11 C#maj7 Dm11 G7 Cmaj7 Em7 D#m11 Dm7 G9 Cmaj7 Edim A7alter#5addb9 Dm7 G9 Edim A7alter#5addb9 Dm9 G9 Cmaj7 Am7 Em7 D#dim Dm9 G9 D# Cm6 D#dim Cmaj7 C,"['C', 'C6', 'F7', 'Dm7', 'G7', 'G', 'C6', 'Dm7', 'G9', 'Cmaj7', 'Am7', 'Em7', 'D#dim', 'Dm7', 'G9', 'Cmaj7', 'C6', 'F#m7', 'B9', 'Emaj7', 'C#m7', 'G#m7', 'Gdim', 'F#m7', 'B9', 'Emaj7', 'G#', 'E6', 'B-m7', 'D#9', 'G#maj7', 'D9add#11', 'C#maj7', 'Dm11', 'G7', 'Cmaj7', 'Em7', 'D#m11', 'Dm7', 'G9', 'Cmaj7', 'Edim', 'A7alter#5addb9', 'Dm7', 'G9', 'Edim', 'A7alter#5addb9', 'Dm9', 'G9', 'Cmaj7', 'Dm7', 'G9', 'Cmaj7', 'Am7', 'Em7', 'D#dim', 'Dm7', 'G9', 'Cmaj7', 'C6', 'F#m7', 'B9', 'Emaj7', 'C#m7', 'G#m7', 'Gdim', 'F#m7', 'B9', 'Emaj7', 'G#', 'E6', 'B-m7', 'D#9', 'G#maj7', 'D9add#11', 'C#maj7', 'Dm11', 'G7', 'Cmaj7', 'Em7', 'D#m11', 'Dm7', 'G9', 'Cmaj7', 'Edim', 'A7alter#5addb9', 'Dm7', 'G9', 'Edim', 'A7alter#5addb9', 'Dm9', 'G9', 'Cmaj7', 'Dm7', 'G9', 'Cmaj7', 'Am7', 'Em7', 'D#dim', 'Dm7', 'G9', 'Cmaj7', 'C6', 'F#m7', 'B9', 'Emaj7', 'C#m7', 'G#m7', 'Gdim', 'F#m7', 'B9', 'Emaj7', 'G#', 'E6', 'B-m7', 'D#9', 'G#maj7', 'D9add#11', 'C#maj7', 'Dm11', 'G7', 'Cmaj7', 'Em7', 'D#m11', 'Dm7', 'G9', 'Cmaj7', 'Edim', 'A7alter#5addb9', 'Dm7', 'G9', 'Edim', 'A7alter#5addb9', 'Dm9', 'G9', 'Cmaj7', 'Am7', 'Em7', 'D#dim', 'Dm9', 'G9', 'D#', 'Cm6', 'D#dim', 'Cmaj7', 'C']",31
Be A Clown,G F/G Em/G F#7 F6 G7 C B- C G7 C6 Dm7 G7 C B- C A7/C# Dm Fm C G7 C G7 C G7 C Dm7 G7 A-dim Am G/D D7 G G7 C G7 C C7 F G7 C G7 E-dim G9/D G9 C G7 E-dim G7 C A7 Dm Fm/D Fm C G7 C G7,"['G', 'F/G', 'Em/G', 'F#7', 'F6', 'G7', 'C', 'B-', 'C', 'G7', 'C6', 'Dm7', 'G7', 'C', 'B-', 'C', 'A7/C#', 'Dm', 'Fm', 'C', 'G7', 'C', 'G7', 'C', 'G7', 'C', 'Dm7', 'G7', 'A-dim', 'Am', 'G/D', 'D7', 'G', 'G7', 'C', 'G7', 'C', 'C7', 'F', 'G7', 'C', 'G7', 'E-dim', 'G9/D', 'G9', 'C', 'G7', 'E-dim', 'G7', 'C', 'A7', 'Dm', 'Fm/D', 'Fm', 'C', 'G7', 'C', 'G7']",24
"Be Careful, It's My Heart",F6 A7 B- B-/F F A/o7 D7alter#5 F/G G9 C9 Gm7/C C7 Cm7 C7 F6 Gm7 G#dim F/A Gm7/C C7 Gm7/C C7 F6 Gm G#dim F/A F FmM7 A/o7 D7addb9 G/o7 C7 Fmaj7 F6 A-/E- A-6 G7 Gm7/C C7 Gm7/C C7 Cm7 C7 F6 Gm7 G#dim F/A Gm7/C C7 Gm7/C C7 Am7 D7/A D7 Gm Gm9/D G/o7 F/C Dm7 G7 Gm7 C9 C7addb9 F6 Gm7 B-maj7 C7alter#3 C7,"['F6', 'A7', 'B-', 'B-/F', 'F', 'A/o7', 'D7alter#5', 'F/G', 'G9', 'C9', 'Gm7/C', 'C7', 'Cm7', 'C7', 'F6', 'Gm7', 'G#dim', 'F/A', 'Gm7/C', 'C7', 'Gm7/C', 'C7', 'F6', 'Gm', 'G#dim', 'F/A', 'F', 'FmM7', 'A/o7', 'D7addb9', 'G/o7', 'C7', 'Fmaj7', 'F6', 'A-/E-', 'A-6', 'G7', 'Gm7/C', 'C7', 'Gm7/C', 'C7', 'Cm7', 'C7', 'F6', 'Gm7', 'G#dim', 'F/A', 'Gm7/C', 'C7', 'Gm7/C', 'C7', 'Am7', 'D7/A', 'D7', 'Gm', 'Gm9/D', 'G/o7', 'F/C', 'Dm7', 'G7', 'Gm7', 'C9', 'C7addb9', 'F6', 'Gm7', 'B-maj7', 'C7alter#3', 'C7']",33
Be Certain,Dm9 Dm7 Fm7 B-9 D-maj7 C6add9 C9alter#3 C13 F#6add9 F6add9 F6 F#/o7 B7alter#5addb9 Em B+ Em7 A9 Dm A7alter#5 Dm9 G9alter#3 G13 CM9 D-/o7 F#13alterb9 Dm9 G7addb9 CM9 F13 F#/o7 B7addb9 Emaj7 D-7addb9 F#m7 A-dim B13/A B7addb9 E13 A7add#9 D13 G7add#9 C13 F#9 F6add9 F#/o7 B7alter#5addb9 Em B+ Em7 A9 Dm A7alter#5 Dm9 G9alter#3 G13 CM9 D-/o7 F#13alterb9 Dm9 G13 F#9 F13 Em7 A7alter#5add#9 A9 A7addb9 D9 D7 Fm7 B-9 D-maj7 C6add9,"['Dm9', 'Dm7', 'Fm7', 'B-9', 'D-maj7', 'C6add9', 'C9alter#3', 'C13', 'F#6add9', 'F6add9', 'F6', 'F#/o7', 'B7alter#5addb9', 'Em', 'B+', 'Em7', 'A9', 'Dm', 'A7alter#5', 'Dm9', 'G9alter#3', 'G13', 'CM9', 'D-/o7', 'F#13alterb9', 'Dm9', 'G7addb9', 'CM9', 'F13', 'F#/o7', 'B7addb9', 'Emaj7', 'D-7addb9', 'F#m7', 'A-dim', 'B13/A', 'B7addb9', 'E13', 'A7add#9', 'D13', 'G7add#9', 'C13', 'F#9', 'F6add9', 'F#/o7', 'B7alter#5addb9', 'Em', 'B+', 'Em7', 'A9', 'Dm', 'A7alter#5', 'Dm9', 'G9alter#3', 'G13', 'CM9', 'D-/o7', 'F#13alterb9', 'Dm9', 'G13', 'F#9', 'F13', 'Em7', 'A7alter#5add#9', 'A9', 'A7addb9', 'D9', 'D7', 'Fm7', 'B-9', 'D-maj7', 'C6add9']",41
Be My Life's Companion,F G-dim Gm7 C7 Am7 A-dim Gm7 C7 F6 A-dim Gm7 C7 Gm7 C7 F6 Gm7 C7 F6 A-dim Gm7 C7 Gm7 C7 F Cm7 F9 B-6 E-9 Fmaj7 F6 G-7 G7 Gm7 C7 F6 A-dim Gm7 C7 Gm7 C7 F F7 B-6 E-9 F Dm7 Gm7 G7 C7 F6 C7,"['F', 'G-dim', 'Gm7', 'C7', 'Am7', 'A-dim', 'Gm7', 'C7', 'F6', 'A-dim', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'Gm7', 'C7', 'F6', 'A-dim', 'Gm7', 'C7', 'Gm7', 'C7', 'F', 'Cm7', 'F9', 'B-6', 'E-9', 'Fmaj7', 'F6', 'G-7', 'G7', 'Gm7', 'C7', 'F6', 'A-dim', 'Gm7', 'C7', 'Gm7', 'C7', 'F', 'F7', 'B-6', 'E-9', 'F', 'Dm7', 'Gm7', 'G7', 'C7', 'F6', 'C7']",16
Bea's Flat - Russ Freeman,C A-m11 D-maj7 F#m7 B7 Em7 C#m7 F7 F#dim B7 C Dm7 Em7 A7 Dm7 G7 C A7 Dm7 G7,"['C', 'A-m11', 'D-maj7', 'F#m7', 'B7', 'Em7', 'C#m7', 'F7', 'F#dim', 'B7', 'C', 'Dm7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'A7', 'Dm7', 'G7']",12
Beale Street Blues - W.C,C C7 F C G7 C G7 C C7 F C G7 C G7 C F G7 G D7 G C F7 F#dim C G7 C F G7 G D7 G C F7 F#dim C G7 F C7 F B- B-7 F D7 C7 Gm Fm C7 F C7 F7 B- B-7 F D7 C Gm Fm C7 F,"['C', 'C7', 'F', 'C', 'G7', 'C', 'G7', 'C', 'C7', 'F', 'C', 'G7', 'C', 'G7', 'C', 'F', 'G7', 'G', 'D7', 'G', 'C', 'F7', 'F#dim', 'C', 'G7', 'C', 'F', 'G7', 'G', 'D7', 'G', 'C', 'F7', 'F#dim', 'C', 'G7', 'F', 'C7', 'F', 'B-', 'B-7', 'F', 'D7', 'C7', 'Gm', 'Fm', 'C7', 'F', 'C7', 'F7', 'B-', 'B-7', 'F', 'D7', 'C', 'Gm', 'Fm', 'C7', 'F']",12
Beale Street Mama,C D-dim Dm7 G7 C G7 C C7 F C E-dim G7 C E7 Am A7 D7 G7 C G7 C C7 F E7 G7 C Am G7 C E7 Am A7 D7 G7 C D9 G7,"['C', 'D-dim', 'Dm7', 'G7', 'C', 'G7', 'C', 'C7', 'F', 'C', 'E-dim', 'G7', 'C', 'E7', 'Am', 'A7', 'D7', 'G7', 'C', 'G7', 'C', 'C7', 'F', 'E7', 'G7', 'C', 'Am', 'G7', 'C', 'E7', 'Am', 'A7', 'D7', 'G7', 'C', 'D9', 'G7']",12
Beare Island,A C D A G Am C G Am A C D A G Am C G Am C G Am G Am C G C G Am C G Am G Am C G C Em G Am,"['A', 'C', 'D', 'A', 'G', 'Am', 'C', 'G', 'Am', 'A', 'C', 'D', 'A', 'G', 'Am', 'C', 'G', 'Am', 'C', 'G', 'Am', 'G', 'Am', 'C', 'G', 'C', 'G', 'Am', 'C', 'G', 'Am', 'G', 'Am', 'C', 'G', 'C', 'Em', 'G', 'Am']",6
Beatrice - Sam Rivers,Cmaj7 D-M9add#11 Cmaj7 B-maj7 Am7 B-maj7 Am7 Fm7 Em7 Fmaj7 Bm7 E7addb9 Am7 Dm7 D-M9add#11 Cm7 D-M9add#11,"['Cmaj7', 'D-M9add#11', 'Cmaj7', 'B-maj7', 'Am7', 'B-maj7', 'Am7', 'Fm7', 'Em7', 'Fmaj7', 'Bm7', 'E7addb9', 'Am7', 'Dm7', 'D-M9add#11', 'Cm7', 'D-M9add#11']",11
